timestamp,vibration,current,temperature,failure_in_72_hours
2024-01-10 06:14:53,0.519,14.1,72.3,0
2024-01-10 09:08:56,7.637,21.5,95.1,1
2024-01-10 11:42:20,1.791,10.24,70.8,0
2024-01-10 15:22:36,1.11,9.12,57.2,0
2024-01-10 19:11:55,1.185,10.82,45.5,0
2024-01-11 00:11:02,0.511,8.98,47.8,0
2024-01-11 04:20:15,0.102,11.51,71.8,0
2024-01-11 10:18:28,1.541,9.16,72.8,0
2024-01-11 12:28:40,1.091,10.68,72.7,0
2024-01-11 16:01:12,1.94,9.95,57.0,0
2024-01-11 21:07:55,0.434,9.53,47.5,0
2024-01-11 23:32:15,0.14,13.35,62.0,0
2024-01-12 02:12:59,0.753,10.22,67.3,0
2024-01-12 03:22:51,0.511,12.21,63.1,0
2024-01-12 06:55:54,0.31,9.59,47.1,0
2024-01-12 10:40:19,0.116,12.48,51.8,0
2024-01-12 14:16:45,1.854,9.54,58.4,0
2024-01-12 16:33:26,0.141,12.17,55.5,0
2024-01-12 22:23:38,1.382,13.21,73.0,0
2024-01-13 00:12:31,0.306,9.15,66.9,0
2024-01-13 02:33:25,1.719,14.48,63.1,0
2024-01-13 05:29:35,1.752,12.76,67.2,0
2024-01-13 08:07:27,1.696,12.01,47.7,0
2024-01-13 12:02:25,1.81,11.24,77.4,0
2024-01-13 16:58:50,1.49,10.07,71.1,0
2024-01-13 19:09:24,1.432,10.4,68.4,0
2024-01-13 20:56:48,1.133,9.29,66.8,0
2024-01-13 22:10:38,1.545,8.6,72.5,0
2024-01-13 23:49:51,0.728,13.45,46.4,0
2024-01-14 05:46:39,0.419,12.36,72.6,0
2024-01-14 11:03:04,0.781,13.0,61.9,0
2024-01-14 14:22:38,0.851,9.63,60.7,0
2024-01-14 16:49:39,1.493,14.15,52.0,0
2024-01-14 18:01:43,1.538,9.19,61.6,0
2024-01-14 19:33:58,1.528,8.75,67.7,0
2024-01-14 23:52:23,0.821,9.38,62.1,0
2024-01-15 04:27:05,1.943,10.86,53.9,0
2024-01-15 09:34:48,0.266,8.33,44.9,0
2024-01-15 12:47:51,0.884,11.45,66.1,0
2024-01-15 14:40:20,0.997,11.38,61.0,0
2024-01-15 18:43:08,1.696,13.84,62.0,0
2024-01-15 23:54:00,1.013,10.44,49.6,0
2024-01-16 03:04:49,1.786,8.44,75.7,0
2024-01-16 04:17:28,0.968,9.28,43.6,0
2024-01-16 06:08:12,0.899,12.99,67.3,0
2024-01-16 11:43:35,0.475,8.98,47.0,0
2024-01-16 17:32:30,1.24,11.16,62.0,0
2024-01-16 19:49:01,0.568,13.24,69.3,0
2024-01-17 00:33:35,1.296,14.63,65.9,0
2024-01-17 03:00:23,0.935,9.54,76.4,0
2024-01-17 06:57:49,0.869,8.59,64.2,0
2024-01-17 09:19:12,1.026,12.18,64.5,0
2024-01-17 11:48:25,1.173,13.31,63.2,0
2024-01-17 15:05:09,1.468,10.83,59.6,0
2024-01-17 19:50:30,0.949,14.49,75.9,0
2024-01-18 00:23:26,1.141,12.81,70.3,0
2024-01-18 05:04:48,1.009,12.46,58.7,0
2024-01-18 08:18:10,0.33,14.17,58.0,0
2024-01-18 10:36:33,1.446,15.02,56.6,0
2024-01-18 13:08:49,1.636,11.82,62.4,0
2024-01-18 15:52:35,1.003,9.63,50.2,0
2024-01-18 19:12:49,1.947,8.93,44.1,0
2024-01-18 20:22:14,1.859,12.84,53.4,0
2024-01-19 01:57:21,4.766,27.16,94.2,1
2024-01-19 04:55:37,0.414,13.95,60.2,0
2024-01-19 10:07:10,0.749,11.48,73.5,0
2024-01-19 15:53:55,2.058,9.32,60.2,0
2024-01-19 19:43:44,1.371,11.5,69.3,0
2024-01-19 22:47:54,0.769,12.41,50.6,0
2024-01-20 04:14:56,0.1,9.23,46.5,0
2024-01-20 10:05:28,0.657,12.4,54.0,0
2024-01-20 15:14:41,1.246,14.61,47.3,0
2024-01-20 20:07:59,0.824,8.29,71.2,0
2024-01-21 01:23:30,0.239,13.93,48.1,0
2024-01-21 02:55:21,1.466,8.94,57.5,0
2024-01-21 08:49:51,0.608,15.09,68.6,0
2024-01-21 10:05:08,0.585,8.39,56.8,0
2024-01-21 12:17:16,0.387,8.6,59.8,0
2024-01-21 13:59:45,4.353,20.13,89.9,1
2024-01-21 17:34:52,1.526,15.07,54.8,0
2024-01-21 19:40:48,1.887,11.72,60.6,0
2024-01-21 23:52:51,3.563,28.43,114.7,1
2024-01-22 03:27:56,1.092,14.19,69.6,0
2024-01-22 08:10:29,0.492,8.84,72.3,0
2024-01-22 11:21:25,0.715,12.91,58.8,0
2024-01-22 13:03:48,0.636,10.65,50.4,0
2024-01-22 14:38:19,0.1,10.04,59.6,0
2024-01-22 19:58:24,1.496,11.14,71.2,0
2024-01-22 21:04:23,1.612,10.44,49.5,0
2024-01-23 01:16:10,1.825,11.0,60.9,0
2024-01-23 02:36:57,1.194,11.4,59.6,0
2024-01-23 08:25:32,0.236,11.11,54.6,0
2024-01-23 11:13:21,0.64,11.58,68.3,0
2024-01-23 15:52:43,1.26,11.5,51.4,0
2024-01-23 20:31:29,0.474,14.91,57.2,0
2024-01-24 00:21:12,0.608,8.08,50.5,0
2024-01-24 04:40:43,1.326,11.89,71.3,0
2024-01-24 07:12:28,0.342,8.52,74.4,0
2024-01-24 10:43:28,1.783,8.37,61.4,0
2024-01-24 12:07:45,1.14,12.72,72.6,0
2024-01-24 16:01:57,0.296,11.77,69.0,0
2024-01-24 20:29:39,1.657,13.81,58.5,0
2024-01-25 02:05:19,7.018,30.59,107.9,1
2024-01-25 05:47:11,1.54,11.26,49.7,0
2024-01-25 10:43:06,1.482,9.9,64.2,0
2024-01-25 14:31:05,0.272,12.1,49.8,0
2024-01-25 19:43:03,0.951,9.9,57.0,0
2024-01-25 23:29:25,1.815,12.81,58.9,0
2024-01-26 01:42:14,0.674,9.69,74.4,0
2024-01-26 02:55:38,1.293,14.27,49.1,0
2024-01-26 08:02:30,1.253,10.72,45.2,0
2024-01-26 12:20:43,2.006,10.23,48.5,0
2024-01-26 14:26:46,0.577,8.65,64.3,0
2024-01-26 17:31:23,1.533,12.36,61.1,0
2024-01-26 20:04:07,1.411,9.32,47.8,0
2024-01-26 22:02:08,0.891,13.38,54.7,0
2024-01-27 01:43:35,1.728,14.86,53.9,0
2024-01-27 04:56:23,1.672,14.39,72.2,0
2024-01-27 10:12:46,0.329,13.41,67.9,0
2024-01-27 15:08:04,1.003,12.76,45.2,0
2024-01-27 18:53:35,0.748,9.91,62.0,0
2024-01-27 20:10:35,0.418,12.3,47.8,0
2024-01-28 00:16:13,1.972,8.97,68.6,0
2024-01-28 01:27:06,1.752,10.98,54.2,0
2024-01-28 03:39:59,1.766,9.62,61.3,0
2024-01-28 06:22:12,7.339,28.44,94.0,1
2024-01-28 11:57:42,1.708,12.17,73.8,0
2024-01-28 13:33:01,1.696,13.12,64.2,0
2024-01-28 17:59:36,0.96,14.35,69.7,0
2024-01-28 23:24:28,1.554,9.94,56.0,0
2024-01-29 01:45:55,0.487,14.86,55.2,0
2024-01-29 06:56:57,1.461,10.42,48.7,0
2024-01-29 10:22:30,1.901,13.66,58.6,0
2024-01-29 11:44:08,0.365,12.42,57.3,0
2024-01-29 13:17:47,0.895,9.86,46.7,0
2024-01-29 19:06:14,1.317,11.12,58.3,0
2024-01-30 00:27:20,0.188,9.67,69.5,0
2024-01-30 03:37:41,6.74,28.88,109.7,1
2024-01-30 05:13:32,0.813,9.35,54.8,0
2024-01-30 10:07:37,1.399,11.95,66.1,0
2024-01-30 12:27:14,1.939,9.99,60.0,0
2024-01-30 18:01:35,1.913,13.19,68.1,0
2024-01-30 21:25:03,0.321,11.79,73.8,0
2024-01-30 23:04:10,1.15,12.43,75.3,0
2024-01-31 04:42:02,1.959,10.14,71.2,0
2024-01-31 08:29:08,1.036,10.82,74.9,0
2024-01-31 11:17:11,0.456,11.05,61.0,0
2024-01-31 15:33:02,1.518,11.67,68.1,0
2024-01-31 20:40:50,0.349,14.63,66.8,0
2024-02-01 01:18:42,0.346,10.75,50.4,0
2024-02-01 06:58:47,0.195,14.38,44.5,0
2024-02-01 12:55:08,1.135,11.87,65.0,0
2024-02-01 14:00:27,0.351,10.94,60.8,0
2024-02-01 15:21:13,1.87,14.5,44.2,0
2024-02-01 18:29:26,1.021,13.21,51.1,0
2024-02-01 22:05:00,1.733,12.88,68.2,0
2024-02-02 03:38:52,1.542,12.06,59.0,0
2024-02-02 06:55:44,0.294,8.1,45.0,0
2024-02-02 12:13:10,5.048,39.99,94.4,1
2024-02-02 15:34:13,1.573,13.49,65.0,0
2024-02-02 20:42:23,0.855,12.14,53.3,0
2024-02-03 00:58:06,1.699,10.76,68.6,0
2024-02-03 06:36:38,0.209,12.92,73.7,0
2024-02-03 11:45:47,0.732,10.58,70.0,0
2024-02-03 15:28:28,1.726,10.19,56.1,0
2024-02-03 20:18:59,0.403,12.09,76.3,0
2024-02-03 22:35:58,0.156,10.93,61.4,0
2024-02-04 02:13:39,1.753,11.39,63.3,0
2024-02-04 04:04:04,0.291,9.6,57.1,0
2024-02-04 09:54:32,0.483,13.59,53.7,0
2024-02-04 13:20:28,1.744,9.89,62.0,0
2024-02-04 14:43:53,1.095,9.64,60.5,0
2024-02-04 17:45:14,0.743,12.66,61.3,0
2024-02-04 22:34:35,1.319,10.88,64.1,0
2024-02-05 03:21:45,0.336,10.13,75.8,0
2024-02-05 05:51:28,1.677,13.93,70.4,0
2024-02-05 07:53:38,0.923,12.32,74.8,0
2024-02-05 09:25:16,0.512,13.81,72.5,0
2024-02-05 12:16:54,1.537,9.54,61.9,0
2024-02-05 16:49:59,1.2,12.79,72.8,0
2024-02-05 22:39:14,0.348,11.49,71.1,0
2024-02-06 02:05:58,1.131,13.87,56.7,0
2024-02-06 03:31:27,7.986,36.17,86.2,1
2024-02-06 06:45:25,1.894,9.24,57.1,0
2024-02-06 08:55:49,1.02,13.31,62.5,0
2024-02-06 11:36:50,1.983,9.03,50.9,0
2024-02-06 16:38:00,1.904,15.22,53.9,0
2024-02-06 19:50:37,1.465,12.25,65.0,0
2024-02-06 21:34:14,2.042,14.4,53.7,0
2024-02-07 03:28:35,4.466,30.53,91.2,1
2024-02-07 07:54:09,1.145,12.63,73.6,0
2024-02-07 10:55:48,1.088,9.36,53.4,0
2024-02-07 15:37:09,1.172,13.16,58.3,0
2024-02-07 21:06:48,0.708,10.58,65.5,0
2024-02-08 01:50:57,0.848,8.42,45.4,0
2024-02-08 07:43:26,0.78,13.77,56.2,0
2024-02-08 12:21:51,0.543,14.32,60.2,0
2024-02-08 15:10:54,0.861,12.04,60.2,0
2024-02-08 18:24:32,1.075,13.84,57.4,0
2024-02-08 22:18:29,1.485,14.23,64.5,0
2024-02-09 03:42:07,1.067,12.75,53.1,0
2024-02-09 05:54:49,0.89,12.39,69.9,0
2024-02-09 11:50:16,1.63,10.05,47.0,0
2024-02-09 17:14:28,0.217,13.55,74.4,0
2024-02-09 18:19:27,1.514,11.93,70.5,0
2024-02-09 20:38:35,0.312,9.7,56.8,0
2024-02-10 02:12:18,0.454,12.2,69.7,0
2024-02-10 05:29:57,1.467,11.86,67.3,0
2024-02-10 06:59:20,0.36,10.23,47.5,0
2024-02-10 09:44:52,1.157,10.23,49.7,0
2024-02-10 14:27:56,1.952,13.31,47.5,0
2024-02-10 18:23:00,0.431,14.99,50.9,0
2024-02-10 19:48:14,0.251,11.09,66.6,0
2024-02-10 22:59:55,0.432,12.58,64.5,0
2024-02-11 00:40:01,1.352,13.82,43.7,0
2024-02-11 05:13:41,0.59,10.36,61.3,0
2024-02-11 10:06:21,1.529,9.97,70.1,0
2024-02-11 11:55:20,1.437,10.93,70.1,0
2024-02-11 14:59:32,1.866,10.26,68.0,0
2024-02-11 18:46:54,0.837,15.39,53.5,0
2024-02-11 23:04:12,1.706,12.58,57.9,0
2024-02-12 00:26:42,1.039,14.51,61.9,0
2024-02-12 04:41:20,0.326,7.77,48.5,0
2024-02-12 07:05:10,1.033,11.71,63.0,0
2024-02-12 11:16:18,1.45,12.53,68.8,0
2024-02-12 14:59:20,1.677,10.48,68.8,0
2024-02-12 17:31:33,0.558,14.64,60.1,0
2024-02-12 22:23:38,0.732,14.13,54.4,0
2024-02-13 01:51:28,0.364,13.63,60.4,0
2024-02-13 03:35:31,1.163,14.26,49.0,0
2024-02-13 05:59:57,0.968,11.47,46.9,0
2024-02-13 07:07:56,1.29,12.68,56.3,0
2024-02-13 08:20:15,0.145,14.3,51.3,0
2024-02-13 14:19:00,0.475,9.24,53.4,0
2024-02-13 18:17:27,1.993,12.27,44.9,0
2024-02-13 22:04:38,1.732,14.34,51.5,0
2024-02-14 00:48:04,0.949,13.53,55.3,0
2024-02-14 03:45:02,0.642,11.91,67.6,0
2024-02-14 09:13:23,0.181,8.03,74.4,0
2024-02-14 14:52:11,1.678,8.29,76.8,0
2024-02-14 19:03:58,1.61,13.31,62.5,0
2024-02-14 22:00:54,0.798,11.79,72.5,0
2024-02-14 23:55:16,0.478,14.31,66.6,0
2024-02-15 04:32:44,1.198,12.45,73.1,0
2024-02-15 09:57:37,1.208,9.44,49.5,0
2024-02-15 12:35:42,0.648,14.4,63.8,0
2024-02-15 15:39:16,0.408,10.9,56.3,0
2024-02-15 17:59:46,1.207,11.82,70.4,0
2024-02-15 23:29:48,1.072,14.55,63.0,0
2024-02-16 04:34:04,0.652,11.43,56.5,0
2024-02-16 09:42:52,0.516,12.77,67.3,0
2024-02-16 12:01:03,0.37,15.45,62.5,0
2024-02-16 15:23:47,0.502,13.13,50.5,0
2024-02-16 19:15:26,0.771,8.7,45.2,0
2024-02-16 22:25:49,0.242,13.3,72.3,0
2024-02-16 23:47:02,0.789,13.19,66.0,0
2024-02-17 03:37:31,0.306,14.5,53.7,0
2024-02-17 08:20:57,0.236,10.14,73.4,0
2024-02-17 11:43:23,1.731,9.42,60.5,0
2024-02-17 16:31:25,0.663,8.77,59.3,0
2024-02-17 18:10:15,0.318,11.61,53.0,0
2024-02-17 23:49:46,1.413,7.84,64.1,0
2024-02-18 04:17:20,0.888,8.3,69.4,0
2024-02-18 07:14:18,2.015,8.59,57.6,0
2024-02-18 10:32:31,0.808,10.7,67.5,0
2024-02-18 13:41:23,1.584,8.68,51.1,0
2024-02-18 19:16:12,1.865,10.06,64.3,0
2024-02-18 23:27:55,0.321,14.17,65.9,0
2024-02-19 02:09:29,1.557,9.19,53.1,0
2024-02-19 08:01:39,0.297,12.18,49.4,0
2024-02-19 12:08:11,1.65,10.47,53.4,0
2024-02-19 15:25:03,1.559,13.92,66.8,0
2024-02-19 16:37:47,0.259,13.9,62.3,0
2024-02-19 21:35:07,1.352,10.89,48.6,0
2024-02-20 03:29:38,1.66,14.36,51.1,0
2024-02-20 09:05:22,0.581,14.09,54.9,0
2024-02-20 11:45:02,1.541,10.2,74.3,0
2024-02-20 15:04:44,0.151,11.46,68.0,0
2024-02-20 18:10:17,1.739,12.98,67.3,0
2024-02-20 19:30:37,1.461,12.77,71.7,0
2024-02-20 22:27:54,0.697,12.91,55.4,0
2024-02-21 04:20:39,0.771,11.82,48.3,0
2024-02-21 06:08:43,0.201,13.49,77.5,0
2024-02-21 11:10:39,0.719,11.81,70.9,0
2024-02-21 15:16:58,0.987,13.83,47.3,0
2024-02-21 17:09:10,1.286,11.05,75.8,0
2024-02-21 22:43:45,0.795,9.83,57.4,0
2024-02-22 02:44:16,0.518,14.06,56.5,0
2024-02-22 06:56:16,0.4,11.2,70.3,0
2024-02-22 11:11:59,0.24,12.13,53.6,0
2024-02-22 12:46:50,0.92,10.36,63.4,0
2024-02-22 14:57:51,1.877,9.71,61.4,0
2024-02-22 19:36:45,0.539,9.32,43.8,0
2024-02-23 01:15:44,1.859,8.05,45.1,0
2024-02-23 06:42:37,0.856,13.08,56.7,0
2024-02-23 09:09:41,0.457,11.47,63.0,0
2024-02-23 10:46:18,0.745,13.28,68.9,0
2024-02-23 13:26:31,1.813,9.98,42.8,0
2024-02-23 16:36:28,0.744,11.98,56.9,0
2024-02-23 21:16:25,7.786,23.33,109.6,1
2024-02-24 00:28:56,1.119,13.09,59.0,0
2024-02-24 04:16:13,1.139,13.3,48.2,0
2024-02-24 08:35:34,8.274,20.77,80.7,1
2024-02-24 11:17:48,0.732,10.16,63.2,0
2024-02-24 17:15:13,0.418,10.65,69.6,0
2024-02-24 20:57:23,1.236,12.46,44.8,0
2024-02-25 02:46:50,0.496,10.98,60.6,0
2024-02-25 05:29:01,1.74,8.55,63.1,0
2024-02-25 07:53:27,0.865,12.19,45.8,0
2024-02-25 10:25:39,1.69,9.94,54.2,0
2024-02-25 15:39:48,0.449,12.02,71.0,0
2024-02-25 16:46:08,0.702,10.28,46.1,0
2024-02-25 18:54:01,0.855,9.98,70.5,0
2024-02-25 21:05:45,1.764,10.01,67.1,0
2024-02-25 22:30:17,1.884,10.05,47.9,0
2024-02-26 03:35:10,0.328,12.1,51.4,0
2024-02-26 07:43:14,1.415,8.23,62.5,0
2024-02-26 11:32:59,0.7,13.89,51.8,0
2024-02-26 17:19:50,1.82,9.76,49.2,0
2024-02-26 23:07:35,1.89,8.7,60.5,0
2024-02-27 00:24:09,1.175,10.89,50.8,0
2024-02-27 05:43:17,0.172,14.52,62.0,0
2024-02-27 09:45:19,1.609,11.26,60.2,0
2024-02-27 13:52:02,0.827,12.14,60.1,0
2024-02-27 19:29:28,1.428,11.18,69.4,0
2024-02-27 20:37:32,1.285,9.59,69.9,0
2024-02-27 21:52:27,0.989,13.22,74.0,0
2024-02-28 01:55:34,0.939,15.21,64.4,0
2024-02-28 07:25:07,0.251,12.42,56.7,0
2024-02-28 12:52:01,1.85,10.94,68.0,0
2024-02-28 16:10:58,1.503,14.67,69.6,0
2024-02-28 18:20:59,1.592,13.32,61.6,0
2024-02-28 23:35:22,0.991,14.32,49.5,0
2024-02-29 01:03:04,1.314,14.13,71.2,0
2024-02-29 03:55:44,1.244,10.17,60.4,0
2024-02-29 06:59:57,0.775,9.29,73.2,0
2024-02-29 08:53:44,1.848,14.75,56.8,0
2024-02-29 11:03:10,1.187,14.3,66.7,0
2024-02-29 16:32:35,0.408,14.84,75.1,0
2024-02-29 18:43:40,1.181,11.07,77.7,0
2024-02-29 21:34:40,0.856,13.65,47.8,0
2024-03-01 00:38:39,1.594,13.78,72.1,0
2024-03-01 06:13:55,1.367,14.1,50.7,0
2024-03-01 08:48:25,1.584,8.26,52.2,0
2024-03-01 12:53:27,1.857,12.2,49.4,0
2024-03-01 17:00:03,0.758,8.25,71.2,0
2024-03-01 19:52:37,1.829,14.73,51.2,0
2024-03-01 22:27:10,0.863,13.36,47.2,0
2024-03-02 02:06:05,0.338,8.47,54.1,0
2024-03-02 06:01:18,0.268,10.0,77.9,0
2024-03-02 08:46:41,1.347,13.21,50.6,0
2024-03-02 12:39:04,0.776,14.36,71.7,0
2024-03-02 14:02:19,0.68,13.02,68.4,0
2024-03-02 17:47:47,1.462,10.23,64.5,0
2024-03-02 19:10:52,1.896,10.8,47.3,0
2024-03-03 00:44:34,1.353,14.15,53.5,0
2024-03-03 05:57:28,0.284,10.0,58.9,0
2024-03-03 10:53:41,0.265,9.12,49.2,0
2024-03-03 15:20:26,1.243,8.89,64.6,0
2024-03-03 19:09:56,1.898,9.97,51.5,0
2024-03-03 21:31:35,1.385,12.73,64.8,0
2024-03-03 23:05:19,1.857,10.11,50.2,0
2024-03-04 01:27:00,0.754,8.39,60.8,0
2024-03-04 02:42:52,0.437,13.21,49.5,0
2024-03-04 05:26:58,0.344,13.01,61.0,0
2024-03-04 07:37:50,0.74,9.33,47.0,0
2024-03-04 12:25:44,1.775,9.38,51.8,0
2024-03-04 15:36:15,1.742,9.98,74.5,0
2024-03-04 17:38:13,1.368,12.19,74.1,0
2024-03-04 19:35:28,1.154,10.8,68.7,0
2024-03-05 01:05:52,0.439,11.3,68.6,0
2024-03-05 06:13:47,1.563,9.56,53.2,0
2024-03-05 12:06:07,1.506,13.47,46.3,0
2024-03-05 17:05:10,1.6,10.23,61.7,0
2024-03-05 18:37:04,0.712,13.12,64.9,0
2024-03-05 21:51:39,0.207,11.35,54.3,0
2024-03-06 02:27:51,1.437,11.39,59.2,0
2024-03-06 05:10:57,1.361,11.14,55.5,0
2024-03-06 06:50:31,0.212,11.82,71.8,0
2024-03-06 09:54:19,0.521,12.7,75.6,0
2024-03-06 12:52:35,0.575,15.44,49.1,0
2024-03-06 18:28:59,1.445,12.37,61.7,0
2024-03-06 22:52:32,1.244,11.31,63.5,0
2024-03-07 00:55:37,0.656,10.93,70.8,0
2024-03-07 02:50:45,1.156,9.03,45.6,0
2024-03-07 06:31:14,1.639,13.74,60.4,0
2024-03-07 11:45:27,1.256,8.71,66.6,0
2024-03-07 17:20:26,1.266,10.65,67.4,0
2024-03-07 20:28:36,0.925,12.8,64.0,0
2024-03-08 02:24:31,1.459,15.09,65.9,0
2024-03-08 06:15:48,1.812,10.67,53.2,0
2024-03-08 12:12:36,0.367,11.58,55.6,0
2024-03-08 17:45:35,1.028,13.97,64.1,0
2024-03-08 22:19:48,0.608,15.33,62.6,0
2024-03-09 02:13:11,0.186,14.34,60.4,0
2024-03-09 05:40:10,1.356,15.03,63.7,0
2024-03-09 09:43:26,1.541,10.03,67.8,0
2024-03-09 14:32:57,1.506,14.53,43.8,0
2024-03-09 18:52:08,1.693,9.74,55.5,0
2024-03-09 20:52:57,0.494,10.6,60.3,0
2024-03-09 22:46:09,0.731,9.0,68.5,0
2024-03-10 02:01:06,1.606,8.48,49.0,0
2024-03-10 07:54:50,0.629,13.75,64.7,0
2024-03-10 13:46:25,0.191,12.49,56.5,0
2024-03-10 16:59:48,1.817,11.29,65.5,0
2024-03-10 18:35:39,1.632,11.83,72.1,0
2024-03-10 22:27:25,1.902,10.93,60.3,0
2024-03-11 01:04:13,1.377,10.92,66.7,0
2024-03-11 05:30:45,0.593,12.58,74.9,0
2024-03-11 08:12:29,0.964,11.41,65.8,0
2024-03-11 13:00:46,0.707,14.31,66.1,0
2024-03-11 16:34:12,1.264,11.29,56.9,0
2024-03-11 19:40:16,0.26,13.0,75.1,0
2024-03-11 23:27:50,0.488,9.8,60.7,0
2024-03-12 03:56:54,1.816,9.24,65.6,0
2024-03-12 05:05:38,0.752,10.02,70.9,0
2024-03-12 10:56:06,1.261,12.81,73.7,0
2024-03-12 12:13:55,0.782,8.54,68.1,0
2024-03-12 13:56:17,1.793,15.24,59.9,0
2024-03-12 16:21:21,1.972,8.32,66.6,0
2024-03-12 18:06:59,0.943,10.46,70.3,0
2024-03-12 21:11:39,1.792,10.32,73.2,0
2024-03-13 02:38:09,0.318,8.39,54.4,0
2024-03-13 07:11:55,1.716,14.72,72.8,0
2024-03-13 12:51:21,1.367,11.28,49.1,0
2024-03-13 14:08:19,0.637,10.02,49.1,0
2024-03-13 15:48:17,0.576,9.02,59.9,0
2024-03-13 16:59:30,0.331,10.95,67.5,0
2024-03-13 18:02:35,0.756,9.66,64.9,0
2024-03-13 19:17:35,0.477,11.79,52.6,0
2024-03-13 20:51:45,0.639,13.02,61.7,0
2024-03-14 02:27:39,1.0,9.33,53.4,0
2024-03-14 05:57:17,1.858,14.89,72.2,0
2024-03-14 09:16:58,1.343,13.55,48.1,0
2024-03-14 14:34:25,1.954,11.01,54.0,0
2024-03-14 18:41:14,0.587,10.96,67.0,0
2024-03-14 23:17:23,0.983,8.33,67.5,0
2024-03-15 01:39:15,1.756,11.61,53.1,0
2024-03-15 04:30:16,1.247,11.03,56.2,0
2024-03-15 09:27:47,0.382,12.24,69.3,0
2024-03-15 10:42:00,1.232,11.15,61.6,0
2024-03-15 16:01:12,1.205,14.23,49.0,0
2024-03-15 17:32:39,0.25,12.28,67.3,0
2024-03-15 22:30:29,1.665,12.11,70.6,0
2024-03-16 04:05:10,1.067,10.17,54.3,0
2024-03-16 08:06:48,1.787,11.08,46.2,0
2024-03-16 10:27:22,1.006,10.97,49.2,0
2024-03-16 15:32:16,0.816,10.51,57.6,0
2024-03-16 19:27:18,0.417,12.87,44.8,0
2024-03-17 00:31:03,1.065,14.05,53.2,0
2024-03-17 02:38:33,0.636,14.02,49.4,0
2024-03-17 08:36:46,0.309,9.37,47.5,0
2024-03-17 12:04:43,1.063,12.95,69.9,0
2024-03-17 18:01:13,0.373,11.76,54.6,0
2024-03-17 23:06:47,3.003,32.34,98.8,1
2024-03-18 00:10:14,0.442,15.16,72.0,0
2024-03-18 03:54:23,1.253,11.04,48.6,0
2024-03-18 07:10:37,1.886,10.83,47.5,0
2024-03-18 12:01:32,0.519,12.29,68.5,0
2024-03-18 14:05:36,0.973,8.8,63.1,0
2024-03-18 19:41:14,0.254,13.79,70.1,0
2024-03-18 23:12:48,0.902,8.9,56.8,0
